,nx,nr,nt,np,x,r,t,p,w,wj,x_deg,p_deg,t_deg
825,4,2,5,3,0.4620904032363632,6.850191687504827,0.5299344572183505,4.867875208158541e-05,1.9817560644383996e-07,1.3575408919278205e-06,26.47582985894197,0.0027890870462385147,57.99897352661536
972,5,2,0,0,0.5235987755982988,6.850191687504827,0.0,-0.850730122845329,2.0907315280458145e-05,0.00014321911734223704,29.999999999999996,-48.74324554368341,90.0
973,5,2,0,1,0.5235987755982988,6.850191687504827,0.0,-0.6508556097099865,0.00011869342855615055,0.0008130727376567905,29.999999999999996,-37.291279508796144,90.0
974,5,2,0,2,0.5235987755982988,6.850191687504827,0.0,-0.24265504305493868,0.00017400898537026348,0.001191994905134528,29.999999999999996,-13.903109844613263,90.0
975,5,2,0,3,0.5235987755982988,6.850191687504827,0.0,0.24265504305493868,0.00017400898537026348,0.001191994905134528,29.999999999999996,13.903109844613263,90.0
976,5,2,0,4,0.5235987755982988,6.850191687504827,0.0,0.6508556097099865,0.00011869342855615055,0.0008130727376567905,29.999999999999996,37.291279508796144,90.0
977,5,2,0,5,0.5235987755982988,6.850191687504827,0.0,0.850730122845329,2.0907315280458145e-05,0.00014321911734223704,29.999999999999996,48.74324554368341,90.0
978,5,2,1,0,0.5235987755982988,6.850191687504827,0.062252639694890144,-0.8449842530605238,0.00011789176776328388,0.0008075812075572968,29.999999999999996,-48.41403145538233,86.43087865539617
979,5,2,1,1,0.5235987755982988,6.850191687504827,0.062252639694890144,-0.6464597014405159,0.0006692862247812719,0.004584738933558156,29.999999999999996,-37.03941251782883,86.43087865539617
980,5,2,1,2,0.5235987755982988,6.850191687504827,0.062252639694890144,-0.2410161399027184,0.0009811985239047028,0.006721397972244001,29.999999999999996,-13.809207610960355,86.43087865539617
981,5,2,1,3,0.5235987755982988,6.850191687504827,0.062252639694890144,0.2410161399027184,0.0009811985239047028,0.006721397972244001,29.999999999999996,13.809207610960355,86.43087865539617
982,5,2,1,4,0.5235987755982988,6.850191687504827,0.062252639694890144,0.6464597014405159,0.0006692862247812719,0.004584738933558156,29.999999999999996,37.03941251782883,86.43087865539617
983,5,2,1,5,0.5235987755982988,6.850191687504827,0.062252639694890144,0.8449842530605238,0.00011789176776328388,0.0008075812075572968,29.999999999999996,48.41403145538233,86.43087865539617
984,5,2,2,0,0.5235987755982988,6.850191687504827,0.18939022417530643,-0.7961367063193893,0.00016284240649586983,0.0011155016993512894,29.999999999999996,-45.6152731875473,79.0827994740967
985,5,2,2,1,0.5235987755982988,6.850191687504827,0.18939022417530643,-0.6090886257453175,0.0009244765902294083,0.006332841853682299,29.999999999999996,-34.89820760463003,79.0827994740967
986,5,2,2,2,0.5235987755982988,6.850191687504827,0.18939022417530643,-0.22708328006938538,0.0013553171007127693,0.009284181937235755,29.999999999999996,-13.010913545963026,79.0827994740967
987,5,2,2,3,0.5235987755982988,6.850191687504827,0.18939022417530643,0.22708328006938538,0.0013553171007127693,0.009284181937235755,29.999999999999996,13.010913545963026,79.0827994740967
988,5,2,2,4,0.5235987755982988,6.850191687504827,0.18939022417530643,0.6090886257453175,0.0009244765902294083,0.006332841853682299,29.999999999999996,34.89820760463003,79.0827994740967
989,5,2,2,5,0.5235987755982988,6.850191687504827,0.18939022417530643,0.7961367063193893,0.00016284240649586983,0.0011155016993512894,29.999999999999996,45.6152731875473,79.0827994740967
990,5,2,3,0,0.5235987755982988,6.850191687504827,0.3405442330430441,-0.658135091418127,0.0001346154513856975,0.0009221416460920151,29.999999999999996,-37.708363087715284,70.0899648522373
991,5,2,3,1,0.5235987755982988,6.850191687504827,0.3405442330430441,-0.503509755554243,0.000764228656203252,0.005235112788076502,29.999999999999996,-28.84898393692189,70.0899648522373
992,5,2,3,2,0.5235987755982988,6.850191687504827,0.3405442330430441,-0.18772087017432035,0.0011203876631965134,0.007674870257211714,29.999999999999996,-10.75561358751181,70.0899648522373
993,5,2,3,3,0.5235987755982988,6.850191687504827,0.3405442330430441,0.18772087017432035,0.0011203876631965134,0.007674870257211714,29.999999999999996,10.75561358751181,70.0899648522373
994,5,2,3,4,0.5235987755982988,6.850191687504827,0.3405442330430441,0.503509755554243,0.000764228656203252,0.005235112788076502,29.999999999999996,28.84898393692189,70.0899648522373
995,5,2,3,5,0.5235987755982988,6.850191687504827,0.3405442330430441,0.658135091418127,0.0001346154513856975,0.0009221416460920151,29.999999999999996,37.708363087715284,70.0899648522373
996,5,2,4,0,0.5235987755982988,6.850191687504827,0.4676818175234604,-0.4103460355716357,5.725126752714816e-05,0.00039218215691358535,29.999999999999996,-23.511095978179874,62.11607678625338
997,5,2,4,1,0.5235987755982988,6.850191687504827,0.4676818175234604,-0.3139374191674294,0.0003250225646300061,0.0022264668704799684,29.999999999999996,-17.98728914952314,62.11607678625338
998,5,2,4,2,0.5235987755982988,6.850191687504827,0.4676818175234604,-0.11704362200791839,0.0004764951807500681,0.0032640833263102263,29.999999999999996,-6.7061055599782415,62.11607678625338
999,5,2,4,3,0.5235987755982988,6.850191687504827,0.4676818175234604,0.11704362200791839,0.0004764951807500681,0.0032640833263102263,29.999999999999996,6.7061055599782415,62.11607678625338
1000,5,2,4,4,0.5235987755982988,6.850191687504827,0.4676818175234604,0.3139374191674294,0.0003250225646300061,0.0022264668704799684,29.999999999999996,17.98728914952314,62.11607678625338
1001,5,2,4,5,0.5235987755982988,6.850191687504827,0.4676818175234604,0.4103460355716357,5.725126752714816e-05,0.00039218215691358535,29.999999999999996,23.511095978179874,62.11607678625338
